datetime,date,weekday,hour,congestion_level_pct,avg_speed_kmh,travel_time_min_per_10km,monthly_congestion_level_pct,is_morning_rush,is_evening_rush
2025-03-17 18:00:00,2025-03-17,Monday,18,99,20,30.0,57,0,1
2025-03-17 19:00:00,2025-03-17,Monday,19,82,22,27.3,57,0,1
2025-03-17 20:00:00,2025-03-17,Monday,20,54,26,23.1,57,0,0
2025-03-17 21:00:00,2025-03-17,Monday,21,34,30,20.0,57,0,0
2025-03-17 22:00:00,2025-03-17,Monday,22,25,32,18.8,57,0,0
2025-03-17 23:00:00,2025-03-17,Monday,23,18,34,17.6,57,0,0
2025-03-18 00:00:00,2025-03-18,Tuesday,0,10,37,16.2,57,0,0
2025-03-18 01:00:00,2025-03-18,Tuesday,1,6,38,15.8,57,0,0
2025-03-18 02:00:00,2025-03-18,Tuesday,2,3,39,15.4,57,0,0
2025-03-18 03:00:00,2025-03-18,Tuesday,3,1,40,15.0,57,0,0
2025-03-18 04:00:00,2025-03-18,Tuesday,4,3,39,15.4,57,0,0
2025-03-18 05:00:00,2025-03-18,Tuesday,5,9,36,16.7,57,0,0
2025-03-18 06:00:00,2025-03-18,Tuesday,6,15,36,16.7,57,0,0
2025-03-18 07:00:00,2025-03-18,Tuesday,7,29,32,18.8,57,1,0
2025-03-18 08:00:00,2025-03-18,Tuesday,8,51,27,22.2,57,1,0
2025-03-18 09:00:00,2025-03-18,Tuesday,9,71,24,25.0,57,1,0
2025-03-18 10:00:00,2025-03-18,Tuesday,10,72,23,26.1,57,0,0
2025-03-18 11:00:00,2025-03-18,Tuesday,11,76,23,26.1,57,0,0
2025-03-18 12:00:00,2025-03-18,Tuesday,12,77,22,27.3,57,0,0
2025-03-18 13:00:00,2025-03-18,Tuesday,13,79,22,27.3,57,0,0
2025-03-18 14:00:00,2025-03-18,Tuesday,14,76,23,26.1,57,0,0
2025-03-18 15:00:00,2025-03-18,Tuesday,15,77,22,27.3,57,0,0
2025-03-18 16:00:00,2025-03-18,Tuesday,16,84,22,27.3,57,0,0
2025-03-18 17:00:00,2025-03-18,Tuesday,17,106,19,31.6,57,0,1
2025-03-18 18:00:00,2025-03-18,Tuesday,18,110,19,31.6,57,0,1
2025-03-18 19:00:00,2025-03-18,Tuesday,19,92,21,28.6,57,0,1
2025-03-18 20:00:00,2025-03-18,Tuesday,20,64,24,25.0,57,0,0
2025-03-18 21:00:00,2025-03-18,Tuesday,21,39,29,20.7,57,0,0
2025-03-18 22:00:00,2025-03-18,Tuesday,22,28,31,19.4,57,0,0
2025-03-18 23:00:00,2025-03-18,Tuesday,23,20,33,18.2,57,0,0
2025-03-19 00:00:00,2025-03-19,Wednesday,0,12,36,16.7,57,0,0
2025-03-19 01:00:00,2025-03-19,Wednesday,1,7,37,16.2,57,0,0
2025-03-19 02:00:00,2025-03-19,Wednesday,2,4,39,15.4,57,0,0
2025-03-19 03:00:00,2025-03-19,Wednesday,3,2,40,15.0,57,0,0
2025-03-19 04:00:00,2025-03-19,Wednesday,4,5,38,15.8,57,0,0
2025-03-19 05:00:00,2025-03-19,Wednesday,5,12,35,17.1,57,0,0
2025-03-19 06:00:00,2025-03-19,Wednesday,6,15,35,17.1,57,0,0
2025-03-19 07:00:00,2025-03-19,Wednesday,7,28,32,18.8,57,1,0
2025-03-19 08:00:00,2025-03-19,Wednesday,8,48,28,21.4,57,1,0
2025-03-19 09:00:00,2025-03-19,Wednesday,9,67,24,25.0,57,1,0
2025-03-19 10:00:00,2025-03-19,Wednesday,10,68,24,25.0,57,0,0
2025-03-19 11:00:00,2025-03-19,Wednesday,11,72,23,26.1,57,0,0
2025-03-19 12:00:00,2025-03-19,Wednesday,12,76,23,26.1,57,0,0
2025-03-19 13:00:00,2025-03-19,Wednesday,13,78,22,27.3,57,0,0
2025-03-19 14:00:00,2025-03-19,Wednesday,14,77,22,27.3,57,0,0
2025-03-19 15:00:00,2025-03-19,Wednesday,15,78,22,27.3,57,0,0
2025-03-19 16:00:00,2025-03-19,Wednesday,16,84,22,27.3,57,0,0
2025-03-19 17:00:00,2025-03-19,Wednesday,17,104,19,31.6,57,0,1
2025-03-19 18:00:00,2025-03-19,Wednesday,18,110,19,31.6,57,0,1
2025-03-19 19:00:00,2025-03-19,Wednesday,19,95,20,30.0,57,0,1
2025-03-19 20:00:00,2025-03-19,Wednesday,20,69,24,25.0,57,0,0
2025-03-19 21:00:00,2025-03-19,Wednesday,21,43,28,21.4,57,0,0
2025-03-19 22:00:00,2025-03-19,Wednesday,22,30,31,19.4,57,0,0
2025-03-19 23:00:00,2025-03-19,Wednesday,23,23,33,18.2,57,0,0
2025-03-20 00:00:00,2025-03-20,Thursday,0,13,36,16.7,57,0,0
2025-03-20 01:00:00,2025-03-20,Thursday,1,7,38,15.8,57,0,0
2025-03-20 02:00:00,2025-03-20,Thursday,2,4,39,15.4,57,0,0
2025-03-20 03:00:00,2025-03-20,Thursday,3,2,40,15.0,57,0,0
2025-03-20 04:00:00,2025-03-20,Thursday,4,5,38,15.8,57,0,0
2025-03-20 05:00:00,2025-03-20,Thursday,5,11,36,16.7,57,0,0
2025-03-20 06:00:00,2025-03-20,Thursday,6,15,35,17.1,57,0,0
2025-03-20 07:00:00,2025-03-20,Thursday,7,28,32,18.8,57,1,0
2025-03-20 08:00:00,2025-03-20,Thursday,8,49,28,21.4,57,1,0
2025-03-20 09:00:00,2025-03-20,Thursday,9,68,24,25.0,57,1,0
2025-03-20 10:00:00,2025-03-20,Thursday,10,69,24,25.0,57,0,0
2025-03-20 11:00:00,2025-03-20,Thursday,11,71,23,26.1,57,0,0
2025-03-20 12:00:00,2025-03-20,Thursday,12,73,23,26.1,57,0,0
2025-03-20 13:00:00,2025-03-20,Thursday,13,74,23,26.1,57,0,0
2025-03-20 14:00:00,2025-03-20,Thursday,14,73,23,26.1,57,0,0
2025-03-20 15:00:00,2025-03-20,Thursday,15,74,23,26.1,57,0,0
2025-03-20 16:00:00,2025-03-20,Thursday,16,80,22,27.3,57,0,0
2025-03-20 17:00:00,2025-03-20,Thursday,17,100,20,30.0,57,0,1
2025-03-20 18:00:00,2025-03-20,Thursday,18,104,19,31.6,57,0,1
2025-03-20 19:00:00,2025-03-20,Thursday,19,89,21,28.6,57,0,1
2025-03-20 20:00:00,2025-03-20,Thursday,20,63,24,25.0,57,0,0
2025-03-20 21:00:00,2025-03-20,Thursday,21,39,29,20.7,57,0,0
2025-03-20 22:00:00,2025-03-20,Thursday,22,28,31,19.4,57,0,0
2025-03-20 23:00:00,2025-03-20,Thursday,23,21,33,18.2,57,0,0
2025-03-21 00:00:00,2025-03-21,Friday,0,12,36,16.7,57,0,0
2025-03-21 01:00:00,2025-03-21,Friday,1,7,37,16.2,57,0,0
2025-03-21 02:00:00,2025-03-21,Friday,2,4,39,15.4,57,0,0
2025-03-21 03:00:00,2025-03-21,Friday,3,3,39,15.4,57,0,0
2025-03-21 04:00:00,2025-03-21,Friday,4,7,37,16.2,57,0,0
2025-03-21 05:00:00,2025-03-21,Friday,5,14,34,17.6,57,0,0
2025-03-21 06:00:00,2025-03-21,Friday,6,16,35,17.1,57,0,0
2025-03-21 07:00:00,2025-03-21,Friday,7,27,33,18.2,57,1,0
2025-03-21 08:00:00,2025-03-21,Friday,8,48,28,21.4,57,1,0
2025-03-21 09:00:00,2025-03-21,Friday,9,67,24,25.0,57,1,0
2025-03-21 10:00:00,2025-03-21,Friday,10,68,24,25.0,57,0,0
2025-03-21 11:00:00,2025-03-21,Friday,11,71,23,26.1,57,0,0
2025-03-21 12:00:00,2025-03-21,Friday,12,73,23,26.1,57,0,0
2025-03-21 13:00:00,2025-03-21,Friday,13,75,23,26.1,57,0,0
2025-03-21 14:00:00,2025-03-21,Friday,14,75,23,26.1,57,0,0
2025-03-21 15:00:00,2025-03-21,Friday,15,79,22,27.3,57,0,0
2025-03-21 16:00:00,2025-03-21,Friday,16,86,21,28.6,57,0,0
2025-03-21 17:00:00,2025-03-21,Friday,17,106,19,31.6,57,0,1
2025-03-21 18:00:00,2025-03-21,Friday,18,113,19,31.6,57,0,1
2025-03-21 19:00:00,2025-03-21,Friday,19,100,20,30.0,57,0,1
2025-03-21 20:00:00,2025-03-21,Friday,20,74,23,26.1,57,0,0
2025-03-21 21:00:00,2025-03-21,Friday,21,47,27,22.2,57,0,0
2025-03-21 22:00:00,2025-03-21,Friday,22,33,30,20.0,57,0,0
2025-03-21 23:00:00,2025-03-21,Friday,23,26,32,18.8,57,0,0
2025-03-22 00:00:00,2025-03-22,Saturday,0,15,35,17.1,57,0,0
2025-03-22 01:00:00,2025-03-22,Saturday,1,9,37,16.2,57,0,0
2025-03-22 02:00:00,2025-03-22,Saturday,2,4,39,15.4,57,0,0
2025-03-22 03:00:00,2025-03-22,Saturday,3,2,40,15.0,57,0,0
2025-03-22 04:00:00,2025-03-22,Saturday,4,7,37,16.2,57,0,0
2025-03-22 05:00:00,2025-03-22,Saturday,5,14,35,17.1,57,0,0
2025-03-22 06:00:00,2025-03-22,Saturday,6,15,35,17.1,57,0,0
2025-03-22 07:00:00,2025-03-22,Saturday,7,20,34,17.6,57,1,0
2025-03-22 08:00:00,2025-03-22,Saturday,8,28,32,18.8,57,1,0
2025-03-22 09:00:00,2025-03-22,Saturday,9,38,29,20.7,57,1,0
2025-03-22 10:00:00,2025-03-22,Saturday,10,49,27,22.2,57,0,0
2025-03-22 11:00:00,2025-03-22,Saturday,11,62,25,24.0,57,0,0
2025-03-22 12:00:00,2025-03-22,Saturday,12,72,23,26.1,57,0,0
2025-03-22 13:00:00,2025-03-22,Saturday,13,76,23,26.1,57,0,0
2025-03-22 14:00:00,2025-03-22,Saturday,14,78,22,27.3,57,0,0
2025-03-22 15:00:00,2025-03-22,Saturday,15,82,22,27.3,57,0,0
2025-03-22 16:00:00,2025-03-22,Saturday,16,85,22,27.3,57,0,0
2025-03-22 17:00:00,2025-03-22,Saturday,17,88,21,28.6,57,0,1
2025-03-22 18:00:00,2025-03-22,Saturday,18,89,21,28.6,57,0,1
2025-03-22 19:00:00,2025-03-22,Saturday,19,84,22,27.3,57,0,1
2025-03-22 20:00:00,2025-03-22,Saturday,20,68,24,25.0,57,0,0
2025-03-22 21:00:00,2025-03-22,Saturday,21,47,27,22.2,57,0,0
2025-03-22 22:00:00,2025-03-22,Saturday,22,35,30,20.0,57,0,0
2025-03-22 23:00:00,2025-03-22,Saturday,23,29,31,19.4,57,0,0
2025-03-23 00:00:00,2025-03-23,Sunday,0,16,35,17.1,57,0,0
2025-03-23 01:00:00,2025-03-23,Sunday,1,9,37,16.2,57,0,0
2025-03-23 02:00:00,2025-03-23,Sunday,2,4,39,15.4,57,0,0
2025-03-23 03:00:00,2025-03-23,Sunday,3,2,39,15.4,57,0,0
2025-03-23 04:00:00,2025-03-23,Sunday,4,4,38,15.8,57,0,0
2025-03-23 05:00:00,2025-03-23,Sunday,5,9,37,16.2,57,0,0
2025-03-23 06:00:00,2025-03-23,Sunday,6,11,37,16.2,57,0,0
2025-03-23 07:00:00,2025-03-23,Sunday,7,14,36,16.7,57,1,0
2025-03-23 08:00:00,2025-03-23,Sunday,8,18,34,17.6,57,1,0
2025-03-23 09:00:00,2025-03-23,Sunday,9,24,33,18.2,57,1,0
2025-03-23 10:00:00,2025-03-23,Sunday,10,32,31,19.4,57,0,0
2025-03-23 11:00:00,2025-03-23,Sunday,11,40,29,20.7,57,0,0
2025-03-23 12:00:00,2025-03-23,Sunday,12,47,28,21.4,57,0,0
2025-03-23 13:00:00,2025-03-23,Sunday,13,50,27,22.2,57,0,0
2025-03-23 14:00:00,2025-03-23,Sunday,14,53,26,23.1,57,0,0
2025-03-23 15:00:00,2025-03-23,Sunday,15,58,25,24.0,57,0,0
2025-03-23 16:00:00,2025-03-23,Sunday,16,63,25,24.0,57,0,0
2025-03-23 17:00:00,2025-03-23,Sunday,17,66,24,25.0,57,0,1
2025-03-23 18:00:00,2025-03-23,Sunday,18,67,24,25.0,57,0,1
2025-03-23 19:00:00,2025-03-23,Sunday,19,63,25,24.0,57,0,1
2025-03-23 20:00:00,2025-03-23,Sunday,20,50,27,22.2,57,0,0
2025-03-23 21:00:00,2025-03-23,Sunday,21,37,29,20.7,57,0,0
2025-03-23 22:00:00,2025-03-23,Sunday,22,28,32,18.8,57,0,0
2025-03-23 23:00:00,2025-03-23,Sunday,23,19,34,17.6,57,0,0
2025-03-24 00:00:00,2025-03-24,Monday,0,9,37,16.2,57,0,0
2025-03-24 01:00:00,2025-03-24,Monday,1,4,39,15.4,57,0,0
2025-03-24 02:00:00,2025-03-24,Monday,2,1,40,15.0,57,0,0
2025-03-24 03:00:00,2025-03-24,Monday,3,0,41,14.6,57,0,0
2025-03-24 04:00:00,2025-03-24,Monday,4,3,40,15.0,57,0,0
2025-03-24 05:00:00,2025-03-24,Monday,5,8,37,16.2,57,0,0
2025-03-24 06:00:00,2025-03-24,Monday,6,13,37,16.2,57,0,0
2025-03-24 07:00:00,2025-03-24,Monday,7,30,32,18.8,57,1,0
2025-03-24 08:00:00,2025-03-24,Monday,8,50,28,21.4,57,1,0
2025-03-24 09:00:00,2025-03-24,Monday,9,69,24,25.0,57,1,0
2025-03-24 10:00:00,2025-03-24,Monday,10,68,24,25.0,57,0,0
2025-03-24 11:00:00,2025-03-24,Monday,11,68,24,25.0,57,0,0
2025-03-24 12:00:00,2025-03-24,Monday,12,68,24,25.0,57,0,0
2025-03-24 13:00:00,2025-03-24,Monday,13,69,24,25.0,57,0,0
2025-03-24 14:00:00,2025-03-24,Monday,14,66,24,25.0,57,0,0
2025-03-24 15:00:00,2025-03-24,Monday,15,66,24,25.0,57,0,0
2025-03-24 16:00:00,2025-03-24,Monday,16,73,23,26.1,57,0,0
2025-03-24 17:00:00,2025-03-24,Monday,17,94,20,30.0,57,0,1
2025-03-24 18:00:00,2025-03-24,Monday,18,99,20,30.0,57,0,1
2025-03-24 19:00:00,2025-03-24,Monday,19,82,22,27.3,57,0,1
2025-03-24 20:00:00,2025-03-24,Monday,20,54,26,23.1,57,0,0
2025-03-24 21:00:00,2025-03-24,Monday,21,34,30,20.0,57,0,0
2025-03-24 22:00:00,2025-03-24,Monday,22,25,32,18.8,57,0,0
2025-03-24 23:00:00,2025-03-24,Monday,23,18,34,17.6,57,0,0
2025-03-25 00:00:00,2025-03-25,Tuesday,0,10,37,16.2,57,0,0
2025-03-25 01:00:00,2025-03-25,Tuesday,1,6,38,15.8,57,0,0
2025-03-25 02:00:00,2025-03-25,Tuesday,2,3,39,15.4,57,0,0
2025-03-25 03:00:00,2025-03-25,Tuesday,3,1,40,15.0,57,0,0
2025-03-25 04:00:00,2025-03-25,Tuesday,4,3,39,15.4,57,0,0
2025-03-25 05:00:00,2025-03-25,Tuesday,5,9,36,16.7,57,0,0
2025-03-25 06:00:00,2025-03-25,Tuesday,6,15,36,16.7,57,0,0
2025-03-25 07:00:00,2025-03-25,Tuesday,7,29,32,18.8,57,1,0
2025-03-25 08:00:00,2025-03-25,Tuesday,8,51,27,22.2,57,1,0
2025-03-25 09:00:00,2025-03-25,Tuesday,9,71,24,25.0,57,1,0
2025-03-25 10:00:00,2025-03-25,Tuesday,10,72,23,26.1,57,0,0
2025-03-25 11:00:00,2025-03-25,Tuesday,11,76,23,26.1,57,0,0
2025-03-25 12:00:00,2025-03-25,Tuesday,12,77,22,27.3,57,0,0
2025-03-25 13:00:00,2025-03-25,Tuesday,13,79,22,27.3,57,0,0
2025-03-25 14:00:00,2025-03-25,Tuesday,14,76,23,26.1,57,0,0
2025-03-25 15:00:00,2025-03-25,Tuesday,15,77,22,27.3,57,0,0
2025-03-25 16:00:00,2025-03-25,Tuesday,16,84,22,27.3,57,0,0
2025-03-25 17:00:00,2025-03-25,Tuesday,17,106,19,31.6,57,0,1
2025-03-25 18:00:00,2025-03-25,Tuesday,18,110,19,31.6,57,0,1
2025-03-25 19:00:00,2025-03-25,Tuesday,19,92,21,28.6,57,0,1
2025-03-25 20:00:00,2025-03-25,Tuesday,20,64,24,25.0,57,0,0
2025-03-25 21:00:00,2025-03-25,Tuesday,21,39,29,20.7,57,0,0
2025-03-25 22:00:00,2025-03-25,Tuesday,22,28,31,19.4,57,0,0
2025-03-25 23:00:00,2025-03-25,Tuesday,23,20,33,18.2,57,0,0
2025-03-26 00:00:00,2025-03-26,Wednesday,0,12,36,16.7,57,0,0
2025-03-26 01:00:00,2025-03-26,Wednesday,1,7,37,16.2,57,0,0
2025-03-26 02:00:00,2025-03-26,Wednesday,2,4,39,15.4,57,0,0
2025-03-26 03:00:00,2025-03-26,Wednesday,3,2,40,15.0,57,0,0
2025-03-26 04:00:00,2025-03-26,Wednesday,4,5,38,15.8,57,0,0
2025-03-26 05:00:00,2025-03-26,Wednesday,5,12,35,17.1,57,0,0
2025-03-26 06:00:00,2025-03-26,Wednesday,6,15,35,17.1,57,0,0
2025-03-26 07:00:00,2025-03-26,Wednesday,7,28,32,18.8,57,1,0
2025-03-26 08:00:00,2025-03-26,Wednesday,8,48,28,21.4,57,1,0
2025-03-26 09:00:00,2025-03-26,Wednesday,9,67,24,25.0,57,1,0
2025-03-26 10:00:00,2025-03-26,Wednesday,10,68,24,25.0,57,0,0
2025-03-26 11:00:00,2025-03-26,Wednesday,11,72,23,26.1,57,0,0
2025-03-26 12:00:00,2025-03-26,Wednesday,12,76,23,26.1,57,0,0
2025-03-26 13:00:00,2025-03-26,Wednesday,13,78,22,27.3,57,0,0
2025-03-26 14:00:00,2025-03-26,Wednesday,14,77,22,27.3,57,0,0
2025-03-26 15:00:00,2025-03-26,Wednesday,15,78,22,27.3,57,0,0
2025-03-26 16:00:00,2025-03-26,Wednesday,16,84,22,27.3,57,0,0
2025-03-26 17:00:00,2025-03-26,Wednesday,17,104,19,31.6,57,0,1
2025-03-26 18:00:00,2025-03-26,Wednesday,18,110,19,31.6,57,0,1
2025-03-26 19:00:00,2025-03-26,Wednesday,19,95,20,30.0,57,0,1
2025-03-26 20:00:00,2025-03-26,Wednesday,20,69,24,25.0,57,0,0
2025-03-26 21:00:00,2025-03-26,Wednesday,21,43,28,21.4,57,0,0
2025-03-26 22:00:00,2025-03-26,Wednesday,22,30,31,19.4,57,0,0
2025-03-26 23:00:00,2025-03-26,Wednesday,23,23,33,18.2,57,0,0
2025-03-27 00:00:00,2025-03-27,Thursday,0,13,36,16.7,57,0,0
2025-03-27 01:00:00,2025-03-27,Thursday,1,7,38,15.8,57,0,0
2025-03-27 02:00:00,2025-03-27,Thursday,2,4,39,15.4,57,0,0
2025-03-27 03:00:00,2025-03-27,Thursday,3,2,40,15.0,57,0,0
2025-03-27 04:00:00,2025-03-27,Thursday,4,5,38,15.8,57,0,0
2025-03-27 05:00:00,2025-03-27,Thursday,5,11,36,16.7,57,0,0
2025-03-27 06:00:00,2025-03-27,Thursday,6,15,35,17.1,57,0,0
2025-03-27 07:00:00,2025-03-27,Thursday,7,28,32,18.8,57,1,0
2025-03-27 08:00:00,2025-03-27,Thursday,8,49,28,21.4,57,1,0
2025-03-27 09:00:00,2025-03-27,Thursday,9,68,24,25.0,57,1,0
2025-03-27 10:00:00,2025-03-27,Thursday,10,69,24,25.0,57,0,0
2025-03-27 11:00:00,2025-03-27,Thursday,11,71,23,26.1,57,0,0
2025-03-27 12:00:00,2025-03-27,Thursday,12,73,23,26.1,57,0,0
2025-03-27 13:00:00,2025-03-27,Thursday,13,74,23,26.1,57,0,0
2025-03-27 14:00:00,2025-03-27,Thursday,14,73,23,26.1,57,0,0
2025-03-27 15:00:00,2025-03-27,Thursday,15,74,23,26.1,57,0,0
2025-03-27 16:00:00,2025-03-27,Thursday,16,80,22,27.3,57,0,0
2025-03-27 17:00:00,2025-03-27,Thursday,17,100,20,30.0,57,0,1
2025-03-27 18:00:00,2025-03-27,Thursday,18,104,19,31.6,57,0,1
2025-03-27 19:00:00,2025-03-27,Thursday,19,89,21,28.6,57,0,1
2025-03-27 20:00:00,2025-03-27,Thursday,20,63,24,25.0,57,0,0
2025-03-27 21:00:00,2025-03-27,Thursday,21,39,29,20.7,57,0,0
2025-03-27 22:00:00,2025-03-27,Thursday,22,28,31,19.4,57,0,0
2025-03-27 23:00:00,2025-03-27,Thursday,23,21,33,18.2,57,0,0
2025-03-28 00:00:00,2025-03-28,Friday,0,12,36,16.7,57,0,0
2025-03-28 01:00:00,2025-03-28,Friday,1,7,37,16.2,57,0,0
2025-03-28 02:00:00,2025-03-28,Friday,2,4,39,15.4,57,0,0
2025-03-28 03:00:00,2025-03-28,Friday,3,3,39,15.4,57,0,0
2025-03-28 04:00:00,2025-03-28,Friday,4,7,37,16.2,57,0,0
2025-03-28 05:00:00,2025-03-28,Friday,5,14,34,17.6,57,0,0
2025-03-28 06:00:00,2025-03-28,Friday,6,16,35,17.1,57,0,0
2025-03-28 07:00:00,2025-03-28,Friday,7,27,33,18.2,57,1,0
2025-03-28 08:00:00,2025-03-28,Friday,8,48,28,21.4,57,1,0
2025-03-28 09:00:00,2025-03-28,Friday,9,67,24,25.0,57,1,0
2025-03-28 10:00:00,2025-03-28,Friday,10,68,24,25.0,57,0,0
2025-03-28 11:00:00,2025-03-28,Friday,11,71,23,26.1,57,0,0
2025-03-28 12:00:00,2025-03-28,Friday,12,73,23,26.1,57,0,0
2025-03-28 13:00:00,2025-03-28,Friday,13,75,23,26.1,57,0,0
2025-03-28 14:00:00,2025-03-28,Friday,14,75,23,26.1,57,0,0
2025-03-28 15:00:00,2025-03-28,Friday,15,79,22,27.3,57,0,0
2025-03-28 16:00:00,2025-03-28,Friday,16,86,21,28.6,57,0,0
2025-03-28 17:00:00,2025-03-28,Friday,17,106,19,31.6,57,0,1
2025-03-28 18:00:00,2025-03-28,Friday,18,113,19,31.6,57,0,1
2025-03-28 19:00:00,2025-03-28,Friday,19,100,20,30.0,57,0,1
2025-03-28 20:00:00,2025-03-28,Friday,20,74,23,26.1,57,0,0
2025-03-28 21:00:00,2025-03-28,Friday,21,47,27,22.2,57,0,0
2025-03-28 22:00:00,2025-03-28,Friday,22,33,30,20.0,57,0,0
2025-03-28 23:00:00,2025-03-28,Friday,23,26,32,18.8,57,0,0
2025-03-29 00:00:00,2025-03-29,Saturday,0,15,35,17.1,57,0,0
2025-03-29 01:00:00,2025-03-29,Saturday,1,9,37,16.2,57,0,0
2025-03-29 02:00:00,2025-03-29,Saturday,2,4,39,15.4,57,0,0
2025-03-29 03:00:00,2025-03-29,Saturday,3,2,40,15.0,57,0,0
2025-03-29 04:00:00,2025-03-29,Saturday,4,7,37,16.2,57,0,0
2025-03-29 05:00:00,2025-03-29,Saturday,5,14,35,17.1,57,0,0
2025-03-29 06:00:00,2025-03-29,Saturday,6,15,35,17.1,57,0,0
2025-03-29 07:00:00,2025-03-29,Saturday,7,20,34,17.6,57,1,0
2025-03-29 08:00:00,2025-03-29,Saturday,8,28,32,18.8,57,1,0
2025-03-29 09:00:00,2025-03-29,Saturday,9,38,29,20.7,57,1,0
2025-03-29 10:00:00,2025-03-29,Saturday,10,49,27,22.2,57,0,0
2025-03-29 11:00:00,2025-03-29,Saturday,11,62,25,24.0,57,0,0
2025-03-29 12:00:00,2025-03-29,Saturday,12,72,23,26.1,57,0,0
2025-03-29 13:00:00,2025-03-29,Saturday,13,76,23,26.1,57,0,0
2025-03-29 14:00:00,2025-03-29,Saturday,14,78,22,27.3,57,0,0
2025-03-29 15:00:00,2025-03-29,Saturday,15,82,22,27.3,57,0,0
2025-03-29 16:00:00,2025-03-29,Saturday,16,85,22,27.3,57,0,0
2025-03-29 17:00:00,2025-03-29,Saturday,17,88,21,28.6,57,0,1
2025-03-29 18:00:00,2025-03-29,Saturday,18,89,21,28.6,57,0,1
2025-03-29 19:00:00,2025-03-29,Saturday,19,84,22,27.3,57,0,1
2025-03-29 20:00:00,2025-03-29,Saturday,20,68,24,25.0,57,0,0
2025-03-29 21:00:00,2025-03-29,Saturday,21,47,27,22.2,57,0,0
2025-03-29 22:00:00,2025-03-29,Saturday,22,35,30,20.0,57,0,0
2025-03-29 23:00:00,2025-03-29,Saturday,23,29,31,19.4,57,0,0
2025-03-30 00:00:00,2025-03-30,Sunday,0,16,35,17.1,57,0,0
2025-03-30 01:00:00,2025-03-30,Sunday,1,9,37,16.2,57,0,0
2025-03-30 02:00:00,2025-03-30,Sunday,2,4,39,15.4,57,0,0
2025-03-30 03:00:00,2025-03-30,Sunday,3,2,39,15.4,57,0,0
2025-03-30 04:00:00,2025-03-30,Sunday,4,4,38,15.8,57,0,0
2025-03-30 05:00:00,2025-03-30,Sunday,5,9,37,16.2,57,0,0
2025-03-30 06:00:00,2025-03-30,Sunday,6,11,37,16.2,57,0,0
2025-03-30 07:00:00,2025-03-30,Sunday,7,14,36,16.7,57,1,0
2025-03-30 08:00:00,2025-03-30,Sunday,8,18,34,17.6,57,1,0
2025-03-30 09:00:00,2025-03-30,Sunday,9,24,33,18.2,57,1,0
2025-03-30 10:00:00,2025-03-30,Sunday,10,32,31,19.4,57,0,0
2025-03-30 11:00:00,2025-03-30,Sunday,11,40,29,20.7,57,0,0
2025-03-30 12:00:00,2025-03-30,Sunday,12,47,28,21.4,57,0,0
2025-03-30 13:00:00,2025-03-30,Sunday,13,50,27,22.2,57,0,0
2025-03-30 14:00:00,2025-03-30,Sunday,14,53,26,23.1,57,0,0
2025-03-30 15:00:00,2025-03-30,Sunday,15,58,25,24.0,57,0,0
2025-03-30 16:00:00,2025-03-30,Sunday,16,63,25,24.0,57,0,0
2025-03-30 17:00:00,2025-03-30,Sunday,17,66,24,25.0,57,0,1
2025-03-30 18:00:00,2025-03-30,Sunday,18,67,24,25.0,57,0,1
2025-03-30 19:00:00,2025-03-30,Sunday,19,63,25,24.0,57,0,1
2025-03-30 20:00:00,2025-03-30,Sunday,20,50,27,22.2,57,0,0
2025-03-30 21:00:00,2025-03-30,Sunday,21,37,29,20.7,57,0,0
2025-03-30 22:00:00,2025-03-30,Sunday,22,28,32,18.8,57,0,0
2025-03-30 23:00:00,2025-03-30,Sunday,23,19,34,17.6,57,0,0
2025-03-31 00:00:00,2025-03-31,Monday,0,9,37,16.2,57,0,0
2025-03-31 01:00:00,2025-03-31,Monday,1,4,39,15.4,57,0,0
2025-03-31 02:00:00,2025-03-31,Monday,2,1,40,15.0,57,0,0
2025-03-31 03:00:00,2025-03-31,Monday,3,0,41,14.6,57,0,0
2025-03-31 04:00:00,2025-03-31,Monday,4,3,40,15.0,57,0,0
2025-03-31 05:00:00,2025-03-31,Monday,5,8,37,16.2,57,0,0
2025-03-31 06:00:00,2025-03-31,Monday,6,13,37,16.2,57,0,0
2025-03-31 07:00:00,2025-03-31,Monday,7,30,32,18.8,57,1,0
2025-03-31 08:00:00,2025-03-31,Monday,8,50,28,21.4,57,1,0
2025-03-31 09:00:00,2025-03-31,Monday,9,69,24,25.0,57,1,0
2025-03-31 10:00:00,2025-03-31,Monday,10,68,24,25.0,57,0,0
2025-03-31 11:00:00,2025-03-31,Monday,11,68,24,25.0,57,0,0
2025-03-31 12:00:00,2025-03-31,Monday,12,68,24,25.0,57,0,0
2025-03-31 13:00:00,2025-03-31,Monday,13,69,24,25.0,57,0,0
2025-03-31 14:00:00,2025-03-31,Monday,14,66,24,25.0,57,0,0
2025-03-31 15:00:00,2025-03-31,Monday,15,66,24,25.0,57,0,0
2025-03-31 16:00:00,2025-03-31,Monday,16,73,23,26.1,57,0,0
2025-03-31 17:00:00,2025-03-31,Monday,17,94,20,30.0,57,0,1
2025-03-31 18:00:00,2025-03-31,Monday,18,99,20,30.0,57,0,1
2025-03-31 19:00:00,2025-03-31,Monday,19,82,22,27.3,57,0,1
2025-03-31 20:00:00,2025-03-31,Monday,20,54,26,23.1,57,0,0
